mer_ID,budget,"loc_list
"
8711,100,"192
"
1032,100,"52
"
4616,100,"467
"
6408,100,"237
"
8200,141,"372
"
521,803,"308:72
"
2313,100,"422
"
5897,100,"98
"
7689,718,"188
"
10,100,"446
"
3594,100,"178
"
7178,100,"6
"
1291,100,"162
"
3083,100,"94
"
6667,100,"190
"
780,100,"330
"
4364,100,"104
"
7948,100,"388
"
269,100,"56
"
3853,100,"17
"
7437,100,"413:122
"
9229,100,"481
"
1550,100,"17
"
5134,100,"60
"
6926,100,"424
"
8718,100,"217
"
1039,100,"438
"
2831,932,"62:119:123
"
4623,100,"407
"
6415,100,"415
"
8207,100,"151
"
9999,100,"333
"
528,100,"358
"
7696,100,"178
"
17,810,"102
"
3090,3014,"410:155:388:349:129:84
"
787,100,"6
"
2579,100,"308
"
276,100,"350
"
2068,100,"460
"
3860,100,"88
"
5652,100,"155
"
9236,12161,"6:348:146:197:205:91
"
3349,100,"448
"
5141,100,"68
"
6933,336,"322:355
"
2838,195,"155
"
4630,100,"404
"
535,100,"157
"
4119,100,"172
"
5911,100,"360
"
24,100,"216
"
1816,100,"171
"
1305,100,"322
"
4889,100,"93
"
794,100,"344
"
2586,100,"324
"
4378,100,"172
"
6170,100,"287
"
7962,100,"378
"
9754,100,"327
"
283,100,"272
"
2075,905,"84
"
5659,100,"410
"
9243,1011,"303:48:437:446:44
"
5148,100,"348
"
6940,100,"98
"
8732,100,"349
"
1053,146,"272
"
2845,100,"216
"
542,1771,"482:130:448:25
"
4126,100,"372
"
5918,100,"20
"
7710,100,"104
"
31,102,"114
"
1823,100,"441
"
3615,100,"207
"
7199,100,"6
"
3104,100,"66
"
4896,100,"263
"
6688,1398,"326:490
"
801,100,"333
"
2593,100,"256
"
9761,100,"169
"
290,100,"8
"
9250,603,"25
"
8739,100,"63
"
1060,100,"339
"
8228,100,"378
"
549,100,"83
"
5925,100,"208
"
9509,100,"159
"
38,100,"272
"
7206,100,"368
"
1319,100,"204
"
4903,100,"125
"
8487,100,"340
"
808,100,"159
"
2600,100,"338
"
4392,100,"217
"
6184,100,"325
"
7976,100,"309
"
9768,380,"287
"
297,324,"51
"
2089,506,"348
"
3881,100,"360
"
5673,100,"76
"
1578,100,"363
"
3370,100,"6
"
5162,456,"341
"
6954,100,"461
"
8746,100,"251
"
1067,879,"461
"
4651,447,"303:48:339:446:209
"
6443,100,"172
"
556,100,"364
"
5932,100,"448
"
9516,100,"76
"
45,794,"75
"
7213,100,"250
"
9005,100,"106:84
"
1326,100,"263
"
6702,100,"172
"
8494,100,"88
"
4399,100,"335
"
9775,100,"165
"
304,100,"152
"
5680,100,"495
"
9264,100,"165
"
3377,100,"33
"
5169,100,"404
"
8753,100,"220
"
2866,100,"6
"
6450,100,"396
"
8242,100,"52
"
563,450,"209
"
2355,100,"82
"
4147,100,"132
"
5939,100,"91
"
7731,100,"438
"
52,100,"32
"
3636,100,"490
"
5428,383,"33
"
9012,100,"434
"
1333,100,"162
"
4917,100,"441
"
6709,100,"172
"
8501,100,"456
"
6198,100,"457
"
9782,389,"461
"
311,100,"189
"
2103,100,"441
"
5687,100,"165
"
7479,100,"195
"
1592,1089,"454
"
3384,654,"20:50:31:82
"
6968,100,"99
"
8760,5573,"85:188:480:294:84
"
2873,100,"155
"
6457,100,"348
"
8249,100,"322
"
570,100,"6
"
2362,691,"349
"
4154,100,"437
"
9530,100,"262
"
59,100,"17
"
1851,100,"133
"
7227,100,"73
"
4924,100,"277
"
6716,100,"268
"
829,703,"49
"
4413,100,"115
"
6205,100,"355
"
7997,100,"119
"
318,100,"60
"
2110,100,"60
"
5694,100,"56
"
9278,100,"490
"
6975,100,"25
"
2880,100,"222
"
4672,1745,"69
"
8256,2150,"262
"
577,139,"195
"
2369,349,"441
"
4161,100,"159
"
7745,100,"348
"
66,100,"32
"
3650,100,"32
"
5442,100,"123
"
7234,100,"30
"
9026,100,"55
"
1347,100,"360
"
4931,100,"373
"
6723,100,"216
"
836,100,"313
"
4420,888,"278
"
6212,100,"60
"
325,100,"53
"
7493,100,"346
"
9285,100,"115
"
1606,100,"230
"
3398,100,"222
"
5190,100,"78
"
2887,100,"422
"
4679,100,"272
"
8263,100,"125
"
584,100,"119
"
5960,100,"277
"
73,239,"249
"
1865,100,"154:85
"
3657,1568,"130:346:6
"
7241,100,"348
"
9033,100,"33
"
3146,1485,"162:364
"
4938,100,"6
"
6730,100,"345
"
8522,100,"60
"
843,100,"360
"
9803,100,"16
"
332,1608,"65
"
2124,100,"424
"
3916,100,"84
"
7500,100,"490
"
1613,100,"313
"
3405,100,"410
"
5197,100,"480
"
1102,100,"378
"
2894,100,"112
"
4686,100,"330
"
8270,100,"262
"
591,364,"294
"
2383,100,"278
"
4175,100,"245
"
80,100,"186
"
3664,100,"6
"
5456,100,"21
"
7248,100,"437
"
3153,100,"268
"
4945,100,"435
"
6737,100,"315
"
850,100,"125
"
2642,1527,"441
"
339,163,"6
"
2131,100,"345
"
5715,100,"366
"
7507,593,"441
"
9299,100,"490
"
1620,100,"194
"
3412,100,"337
"
5204,100,"30
"
8788,771,"88
"
2901,100,"235
"
4693,100,"490
"
6485,100,"215
"
598,100,"272
"
5974,444,"441:216
"
7766,408,"100
"
9558,512,"58:113
"
87,100,"360
"
1879,100,"355
"
3671,100,"490
"
9047,100,"454
"
1368,100,"214
"
3160,100,"178
"
4952,100,"33
"
8536,100,"128
"
857,502,"254
"
2649,100,"216
"
4441,100,"18
"
9817,100,"448
"
346,1409,"262
"
2138,100,"119
"
3930,100,"348
"
5722,100,"146
"
7514,100,"97
"
9306,100,"234
"
1627,100,"221
"
3419,157,"32
"
8795,100,"250
"
1116,100,"355
"
6492,100,"354
"
605,540,"61
"
4189,100,"172
"
7773,100,"380
"
9565,1141,"112
"
94,279,"162
"
3678,296,"162
"
5470,100,"99
"
7262,100,"490
"
6751,100,"6
"
8543,100,"164
"
864,100,"372
"
2656,100,"358
"
4448,100,"258
"
6240,100,"110
"
8032,100,"360
"
9824,100,"399
"
353,152,"52
"
2145,100,"163
"
5729,100,"185
"
9313,100,"483
"
3426,100,"262
"
8802,100,"490
"
1123,100,"145
"
2915,869,"195:114:378:158:385:217
"
4707,100,"87
"
9572,100,"190
"
101,100,"78
"
5477,100,"60
"
7269,100,"429
"
9061,100,"214
"
4966,100,"253
"
6758,100,"300
"
2663,100,"17
"
360,100,"422
"
5736,100,"82
"
7528,100,"178
"
3433,100,"32
"
8809,1388,"169:348:146
"
1130,100,"10:21
"
4714,100,"457
"
8298,100,"154
"
619,100,"256
"
2411,100,"234
"
4203,100,"44
"
9579,100,"6
"
108,100,"162
"
5484,100,"358
"
7276,100,"405
"
9068,1762,"192
"
1389,1090,"85
"
8557,100,"421
"
2670,100,"390
"
6254,100,"133
"
8046,100,"6
"
367,505,"216
"
2159,100,"445
"
3951,100,"354
"
5743,100,"213
"
7535,100,"114
"
9327,100,"327
"
1648,100,"313
"
3440,100,"272
"
5232,100,"6
"
1137,100,"293
"
2929,1340,"438:360:369:272
"
6513,100,"253
"
626,100,"8:368
"
9586,100,"88
"
115,1250,"84:437
"
1907,100,"175
"
3699,100,"375
"
9075,436,"182
"
1396,100,"213
"
3188,100,"410
"
6772,452,"294
"
8564,100,"442
"
9845,100,"47
"
3958,100,"340
"
5750,100,"125
"
7542,100,"340
"
9334,100,"393
"
1655,100,"330
"
3447,100,"358
"
5239,100,"11
"
8823,408,"337
"
1144,100,"402
"
4728,100,"56
"
8312,100,"216
"
633,100,"364
"
2425,890,"61
"
7801,758,"163:250
"
122,100,"172
"
1914,252,"162
"
5498,100,"55
"
7290,146,"272
"
3195,100,"88
"
6779,100,"396
"
8571,100,"190
"
892,100,"6
"
2684,468,"183
"
4476,100,"272
"
8060,100,"333
"
9852,620,"262
"
381,100,"75
"
7549,100,"334
"
9341,100,"445
"
5246,100,"60
"
8830,100,"333
"
2943,100,"337
"
4735,100,"430
"
6527,100,"448
"
1408,364,"63
"
3200,100,"243
"
4992,100,"8
"
6784,100,"482
"
8576,100,"316
"
897,100,"261
"
4481,1550,"244
"
9857,100,"402
"
386,100,"446
"
2178,100,"32
"
5762,102,"30
"
7554,100,"178
"
1667,100,"11
"
3459,100,"479
"
5251,100,"88
"
2948,100,"162
"
2437,100,"125
"
4229,100,"490
"
9605,100,"55
"
134,454,"441
"
5510,100,"91
"
7302,100,"254
"
3207,100,"474
"
4999,809,"253
"
904,100,"360
"
6280,100,"94
"
8072,100,"112
"
9864,100,"101
"
393,100,"188
"
5769,100,"215
"
5258,391,"348
"
7050,100,"6
"
8842,100,"6
"
1163,100,"194
"
2955,100,"358
"
6539,100,"454
"
8331,100,"337
"
9612,100,"181
"
141,100,"360
"
3725,100,"28
"
1422,100,"86
"
3214,100,"39
"
8590,6309,"410:132:249
"
911,100,"349
"
2703,100,"75
"
4495,100,"121
"
6287,100,"358
"
8079,100,"461
"
9871,100,"349
"
400,100,"40
"
7568,100,"360
"
1681,100,"178
"
3473,100,"313
"
8849,100,"437
"
1170,100,"21
"
659,100,"220
"
2451,100,"318
"
4243,100,"17
"
6035,100,"399
"
7827,100,"355
"
148,100,"216
"
3732,100,"185
"
7316,100,"296
"
3221,637,"335
"
5013,100,"224
"
6805,100,"468
"
8597,100,"468
"
918,100,"265
"
9878,100,"158
"
407,1151,"88
"
3991,100,"230
"
5783,100,"61
"
7575,100,"372
"
8856,100,"64
"
2969,100,"57
"
4761,100,"445
"
6553,100,"190
"
4250,100,"296
"
6042,100,"441
"
7834,415,"6
"
155,100,"186:152
"
1947,100,"110
"
3739,100,"441
"
1436,215,"341
"
5020,100,"393
"
8604,100,"230
"
925,100,"60
"
4509,100,"461
"
6301,100,"32
"
9885,100,"300
"
414,100,"214
"
2206,100,"125
"
3998,100,"469
"
1695,100,"40
"
3487,100,"83
"
5279,100,"272
"
7071,897,"177
"
2976,100,"159
"
4768,100,"315
"
673,100,"471
"
2465,100,"349
"
4257,100,"161
"
7841,100,"88
"
9633,100,"62
"
162,505,"13
"
3746,100,"6
"
9122,100,"366
"
3235,100,"250
"
8611,100,"330
"
4516,100,"382
"
6308,100,"91
"
8100,100,"438
"
9892,100,"183
"
421,100,"6
"
5797,100,"34
"
9381,100,"488
"
5286,100,"250
"
8870,100,"172
"
2983,100,"202
"
4775,191,"372
"
680,100,"322
"
2472,100,"287
"
4264,6356,"129:429:246:6:57:60:63:69:78:348:360:120:130:172:190:25:34:49:337:346:358:134:188:197:254:272:17:305:65:332:371:125
"
9640,100,"146
"
169,100,"162
"
1961,100,"296
"
9129,100,"463:289
"
1450,100,"88
"
3242,610,"84
"
5034,1243,"31:82:127:20:50:93
"
6826,100,"68
"
939,100,"25
"
4523,100,"389
"
6315,7354,"208:490:265:112:215:230:350:63
"
8107,100,"31
"
9899,100,"216
"
428,100,"102
"
2220,100,"224
"
4012,593,"262
"
9388,100,"330
"
1709,100,"91
"
5293,100,"294
"
6574,100,"373
"
687,100,"327
"
6063,161,"495
"
7855,100,"428
"
176,100,"216
"
3760,1681,"216
"
5552,777,"461
"
7344,100,"354
"
9136,100,"168
"
3249,1503,"217:195
"
5041,100,"130
"
6833,1017,"245
"
946,100,"73
"
2738,100,"94
"
4530,100,"348
"
435,168,"6
"
2227,426,"75
"
5811,281,"178
"
9395,100,"393
"
1716,100,"379
"
3508,100,"48
"
5300,100,"438
"
7092,100,"114
"
8884,100,"214
"
1205,100,"273
"
2997,100,"184
"
4789,100,"273
"
8373,100,"211
"
694,100,"162
"
6070,100,"49
"
183,100,"38
"
5559,100,"125
"
9143,100,"382
"
1464,100,"484
"
5048,100,"112
"
6840,100,"6
"
6329,100,"456
"
442,347,"249
"
2234,100,"56
"
4026,100,"52
"
5818,100,"133
"
5307,559,"155
"
7099,100,"380
"
4796,3281,"172:337
"
6588,100,"404
"
2493,100,"178
"
4285,100,"360
"
6077,100,"60
"
7869,100,"32
"
9661,100,"381
"
190,100,"214
"
5566,100,"52
"
9150,100,"458
"
1471,100,"192
"
3263,100,"133
"
5055,100,"172
"
6847,100,"358
"
8639,100,"87
"
2752,100,"410
"
8128,100,"88
"
9920,100,"132
"
449,100,"162
"
2241,130,"341
"
4033,331,"346
"
5825,2508,"254
"
5314,100,"82
"
7106,100,"315
"
8898,1420,"138
"
1219,100,"74
"
6595,100,"22
"
708,1130,"349
"
4292,100,"243
"
7876,100,"132
"
9668,100,"172
"
197,1298,"441
"
1989,108,"52
"
3781,100,"307
"
7365,100,"172
"
9157,100,"40
"
5062,100,"92
"
8646,100,"30
"
967,100,"104
"
2759,100,"345
"
4551,100,"348
"
8135,100,"366
"
456,100,"461
"
2248,232,"50
"
5832,100,"298
"
1737,100,"358
"
5321,100,"167
"
7113,100,"369
"
8905,100,"330
"
1226,100,"337
"
4810,100,"340
"
6602,100,"340
"
8394,100,"66
"
715,412,"216
"
2507,100,"178
"
4299,100,"13
"
7883,100,"82
"
9675,100,"25
"
204,100,"461
"
3788,100,"63
"
7372,7320,"136:372:254:65
"
9164,286,"112
"
1485,100,"272
"
3277,100,"474
"
5069,100,"213
"
8653,100,"390
"
2766,3221,"305
"
4558,100,"114
"
6350,100,"129
"
463,665,"72
"
2255,100,"88
"
4047,100,"30
"
5839,100,"483
"
7631,100,"124
"
1744,100,"8
"
3536,605,"82
"
4817,100,"40
"
6609,100,"481
"
8401,100,"296
"
2514,100,"125
"
6098,100,"214
"
9682,100,"115
"
211,321,"313
"
2003,100,"85
"
1492,629,"442
"
5076,100,"21
"
6868,100,"97
"
8660,100,"228
"
4565,4662,"410:170:434:437:182:188:446:461:236:326:344:95:116:132:402:153:159:249:294:84:114:378:133:160:451:19:322:82:349:103
"
470,561,"6
"
5846,202,"410:249
"
7638,100,"451
"
9430,100,"327
"
1751,100,"360
"
3543,100,"330
"
5335,100,"378
"
7127,100,"125
"
1240,100,"66
"
6616,100,"228
"
2521,100,"247
"
4313,664,"277
"
7897,100,"78:197
"
218,100,"192
"
2010,100,"88
"
3802,100,"297
"
5594,100,"330
"
7386,100,"192
"
9178,100,"88
"
1499,100,"114
"
5083,100,"162
"
2780,100,"476
"
477,100,"76
"
2269,100,"162
"
4061,100,"360
"
5853,631,"76
"
9437,100,"162
"
1758,100,"455
"
8926,100,"348
"
1247,100,"325:258
"
3039,100,"143
"
4831,732,"348
"
736,100,"245
"
6112,100,"414
"
7904,100,"430
"
9696,100,"147
"
225,1071,"106
"
2017,100,"218
"
3809,100,"340
"
5601,100,"360
"
7393,100,"6
"
9185,100,"378
"
1506,7003,"423
"
3298,100,"34
"
6882,100,"378
"
995,100,"250
"
2787,100,"462
"
4579,100,"402
"
8163,100,"104
"
9955,100,"141
"
484,100,"164
"
2276,100,"272
"
4068,100,"132
"
5860,100,"500
"
1765,100,"481:34
"
3557,100,"358
"
5349,100,"429
"
7141,100,"349
"
8933,100,"277
"
1254,100,"296
"
3046,100,"162
"
4838,404,"12:44
"
8422,100,"49
"
743,100,"393
"
4327,100,"85
"
232,788,"482
"
3816,100,"326
"
5608,100,"431
"
9192,161,"337
"
3305,100,"250
"
5097,100,"388
"
6889,1183,"52
"
2794,100,"359
"
6378,247,"254
"
8170,100,"49
"
9962,100,"151
"
491,100,"332
"
2283,100,"91
"
1772,100,"85
"
3564,100,"167
"
5356,100,"176
"
7148,100,"60
"
8940,100,"96
"
1261,2642,"115
"
3053,100,"421:450
"
4845,119,"37
"
8429,1032,"440
"
4334,100,"82
"
6126,100,"411
"
7918,1068,"366
"
239,100,"423
"
5615,100,"60
"
7407,100,"36
"
1520,100,"414
"
5104,100,"34
"
6896,100,"82
"
8688,582,"254
"
2801,100,"261
"
4593,100,"94
"
8177,100,"372
"
498,440,"133
"
4082,100,"355
"
5874,100,"315
"
7666,100,"380
"
9458,100,"124
"
3571,100,"164
"
5363,100,"40
"
7155,830,"410:249:102
"
8947,337,"136
"
4852,889,"453:108:26:347:110
"
757,100,"172
"
2549,100,"162
"
6133,100,"283
"
7925,100,"315
"
246,655,"480
"
2038,100,"250
"
3830,100,"9
"
5622,100,"360
"
9206,100,"364
"
3319,100,"239
"
1016,100,"49
"
2808,100,"333
"
4600,100,"174
"
6392,100,"214
"
8184,100,"216
"
4089,1418,"239
"
5881,100,"490
"
9465,100,"59
"
5370,100,"32
"
4859,100,"327
"
8443,100,"306
"
764,1502,"47
"
2556,100,"40
"
4348,100,"245
"
7932,100,"378
"
9724,347,"188:52
"
253,1109,"322
"
2045,100,"73
"
5629,458,"474
"
7421,100,"146
"
3326,100,"34
"
5118,100,"23
"
8702,100,"148
"
1023,100,"190
"
2815,673,"348
"
4607,100,"500
"
6399,100,"168
"
8191,100,"342
"
512,798,"168
"
2304,100,"194
"
7680,332,"124
"
9472,100,"272
"
1,100,"30
"
3585,100,"278
"
5377,100,"313
"
7169,100,"83
"
8961,100,"162
"
3074,100,"197
"
6658,100,"32
"
4355,1199,"146
"
9731,100,"383
"
260,100,"157
"
2052,100,"213
"
3844,100,"272
"
9220,100,"378
"
5125,100,"437
"
6917,100,"6
"
8709,100,"143
"
2822,538,"106
"
4614,100,"8
"
6406,256,"178
"
9990,100,"446
"
519,410,"91
"
2311,100,"17
"
4103,448,"155
"
9479,234,"441
"
8,919,"88
"
3592,100,"87
"
8457,456,"158:114
"
778,989,"249
"
2570,100,"172
"
4362,100,"159
"
6154,100,"362
"
7946,100,"130
"
9738,100,"349
"
267,432,"11
"
2059,100,"140
"
5643,100,"241
"
1548,100,"34
"
5132,100,"315
"
8716,100,"125
"
2829,100,"44
"
9997,100,"327
"
526,100,"340
"
2318,100,"228
"
4110,742,"188
"
5902,100,"178
"
9486,100,"345
"
15,100,"360
"
3599,100,"368
"
5391,100,"348
"
7183,100,"62
"
8975,100,"88
"
1296,1401,"308
"
6672,100,"349
"
785,1406,"206
"
2577,100,"437
"
7953,100,"135
"
274,100,"30
"
2066,100,"296
"
3858,100,"185
"
5650,100,"20
"
7442,793,"11:344:448:253
"
3347,100,"490
"
5139,100,"172
"
6931,100,"214
"
8723,100,"488:92
"
1044,223,"416
"
4628,100,"34
"
8212,450,"446
"
533,100,"429
"
2325,100,"457
"
4117,423,"17
"
5909,100,"261
"
7701,312,"253
"
22,100,"458
"
3606,100,"82
"
5398,100,"404
"
8982,908,"340
"
3095,745,"91:330
"
6679,100,"358
"
2584,206,"182
"
4376,100,"420
"
6168,100,"52
"
9752,375,"362
"
281,261,"461
"
5657,100,"446
"
7449,100,"402
"
3354,100,"186
"
5146,100,"107
"
6938,100,"88
"
8730,100,"40
"
2843,436,"254
"
6427,100,"481
"
8219,100,"137
"
540,100,"146
"
2332,100,"34
"
5916,100,"29
"
7708,358,"52
"
29,1001,"463
"
1821,100,"313
"
3613,100,"378
"
5405,100,"67
"
7197,100,"182
"
8989,100,"322
"
4894,772,"378
"
8478,100,"296
"
799,100,"82
"
6175,100,"355
"
9759,100,"337
"
288,219,"40
"
2080,100,"263
"
3872,100,"33
"
1569,100,"349
"
3361,100,"197
"
2850,100,"488
"
4642,100,"172
"
8226,450,"146
"
547,461,"37
"
2339,100,"31
"
7715,100,"114
"
36,682,"355
"
3620,100,"222
"
7204,100,"75
"
8996,100,"123
"
3109,100,"273
"
8485,100,"34
"
806,100,"74
"
2598,663,"88
"
9766,100,"333
"
295,100,"480
"
3879,100,"448
"
5671,100,"6
"
9255,100,"162
"
5160,100,"59
"
1065,255,"154
"
2857,100,"33
"
4649,100,"115
"
6441,100,"327
"
8233,100,"157
"
554,100,"474
"
2346,100,"194
"
4138,100,"178
"
5930,100,"76
"
7722,100,"127
"
43,100,"172
"
1835,100,"378
"
5419,335,"85
"
7211,100,"17
"
9003,100,"172
"
6700,460,"339
"
8492,100,"6
"
813,100,"162
"
4397,100,"61
"
9773,100,"415
"
302,100,"322
"
3886,100,"364
"
7470,100,"230
"
9262,100,"129
"
1583,1730,"265
"
3375,100,"81
"
6959,100,"55
"
1072,100,"349
"
2864,100,"6
"
561,100,"6
"
2353,273,"337
"
4145,100,"352
"
5937,100,"348
"
9521,100,"446
"
7218,100,"15
"
9010,100,"490
"
3123,100,"444
"
4915,454,"262
"
8499,100,"182
"
820,5192,"130:172:190:454:457:265:25:49:322:337:340:346:91:355:112:129:438:447:213:6:57:60:63:330:78:339:360:369:146:161:437:197:461:467:245:272:56:332:83:125
"
4404,317,"108
"
7988,100,"123
"
9780,100,"51
"
309,100,"245
"
3893,100,"102
"
7477,100,"360
"
1590,100,"162
"
3382,100,"265
"
5174,100,"125
"
6966,100,"337
"
8758,2121,"407:431:17:308:163:442:88:192:69:72
"
1079,664,"76
"
2871,100,"327
"
4663,100,"369
"
568,100,"6
"
2360,100,"14
"
5944,100,"66
"
7736,100,"401
"
57,1978,"390:445:250:34:85
"
1849,100,"228
"
5433,100,"438
"
7225,100,"86
"
9017,100,"301
"
1338,100,"33
"
3130,100,"461
"
6714,100,"214
"
827,100,"410
"
2619,100,"166
"
4411,100,"33
"
6203,309,"254
"
9787,100,"6
"
316,100,"83
"
3900,100,"49
"
5692,100,"322
"
1597,100,"338
"
5181,100,"339
"
8765,100,"60
"
4670,100,"6
"
6462,100,"490
"
8254,100,"138
"
575,873,"172
"
2367,100,"490
"
5951,1421,"133:345:372
"
9535,100,"288
"
64,100,"172
"
1856,100,"300
"
7232,100,"115
"
1345,100,"267
"
4929,100,"91
"
6721,100,"6
"
8513,100,"190:125
"
834,100,"22
"
2626,100,"32
"
6210,100,"199
"
8002,100,"459
"
323,382,"75
"
3907,100,"32
"
7491,100,"6
"
1604,100,"268
"
8772,100,"6
"
1093,100,"135
"
2885,100,"364
"
4677,100,"6
"
6469,100,"461
"
8261,100,"490
"
582,100,"6
"
2374,100,"490
"
4166,100,"216
"
71,100,"83
"
1863,100,"270
"
3655,100,"490
"
5447,100,"34
"
9031,120,"441
"
4936,100,"246
"
6728,100,"358
"
8520,100,"172
"
841,100,"167
"
2633,100,"27
"
4425,100,"63
"
9801,100,"262
"
330,484,"188
"
5706,100,"278
"
7498,100,"99
"
1611,100,"214
"
5195,100,"461
"
1100,100,"362
"
2892,100,"130
"
4684,100,"498
"
6476,100,"337
"
8268,100,"6
"
589,402,"455
"
2381,100,"360
"
7757,100,"17
"
9549,100,"84
"
78,100,"76
"
5454,100,"73
"
7246,380,"410
"
1359,100,"88
"
6735,100,"159
"
8527,100,"40
"
4432,100,"461
"
6224,100,"6
"
337,313,"138
"
2129,100,"383
"
3921,100,"178
"
7505,100,"172
"
1618,100,"340
"
6994,378,"272:124:360
"
1107,100,"378
"
8275,100,"138
"
596,100,"49
"
2388,100,"349
"
4180,100,"358
"
5972,100,"376
"
7764,100,"40
"
85,100,"224
"
9045,851,"250
"
1366,100,"344
"
3158,100,"410
"
8534,856,"32
"
2647,100,"315
"
4439,100,"143
"
8023,694,"33
"
344,100,"104
"
2136,840,"159
"
3928,100,"184
"
5720,100,"369:124
"
7512,100,"480
"
1625,100,"172
"
6490,100,"100
"
603,100,"484
"
5979,100,"267
"
7771,991,"245
"
9563,100,"364
"
92,411,"32
"
3676,100,"490
"
7260,100,"461
"
9052,151,"188
"
1373,100,"470
"
4957,100,"438
"
6238,100,"193
"
8030,100,"91
"
351,153,"155
"
2143,100,"327
"
5727,836,"6
"
7519,100,"230
"
9311,100,"352
"
1632,100,"162
"
2913,100,"360
"
6497,100,"222
"
8289,100,"389:380
"
610,100,"253
"
4194,543,"480
"
5986,100,"105
"
7778,100,"171
"
99,100,"366
"
5475,100,"441
"
7267,100,"56
"
9059,100,"397
"
1380,100,"405
"
6756,100,"132
"
8548,787,"86
"
869,100,"253
"
4453,100,"360
"
6245,100,"272
"
8037,100,"329
"
358,100,"29
"
2150,1191,"17
"
3431,100,"115
"
5223,100,"162
"
7015,100,"49
"
8807,100,"168
"
1128,100,"287
"
4712,100,"490
"
8296,100,"343
"
617,100,"438
"
2409,100,"129
"
5993,100,"40
"
7785,100,"162
"
9577,100,"130
"
106,100,"330
"
3690,100,"207
"
5482,597,"163:88:183:72:354:308
"
7274,100,"60
"
3179,100,"60
"
6763,100,"162
"
876,100,"275
"
4460,2055,"188
"
6252,100,"178
"
8044,100,"76
"
9836,100,"23
"
365,100,"6
"
3949,100,"382
"
5741,100,"348
"
7533,230,"346:91:348
"
9325,100,"88
"
1646,100,"91
"
5230,100,"6
"
1135,100,"82
"
8303,100,"124
"
624,100,"157
"
4208,100,"337
"
7792,100,"245
"
113,100,"84
"
9073,7216,"245:204:495:69:96:313:355:367
"
1394,100,"315
"
3186,100,"60
"
8562,100,"265
"
4467,100,"91
"
6259,100,"452
"
9843,100,"245
"
372,100,"33
"
3956,100,"444
"
7540,100,"6
"
3445,100,"343
"
5237,100,"33
"
4726,100,"108
"
631,168,"448
"
6007,100,"400
"
7799,100,"66
"
120,100,"33
"
1912,100,"172
"
3704,100,"204
"
5496,100,"132
"
7288,100,"7
"
9080,100,"272
"
1401,100,"307
"
3193,763,"63
"
4985,100,"270
"
6777,100,"240
"
8569,100,"397
"
890,100,"254
"
4474,2414,"348
"
8058,100,"331
"
9850,512,"402
"
379,100,"490:189
"
3963,100,"32
"
5755,100,"26
"
7547,100,"1
"
9339,100,"360
"
5244,100,"172
"
8828,100,"272
"
1149,100,"14
"
4733,100,"88
"
638,100,"83
"
7806,100,"339
"
9598,100,"340
"
1919,100,"346
"
5503,100,"34
"
7040,100,"490
"
8832,100,"453
"
2945,100,"339
"
4737,100,"296
"
6529,100,"292
"
8321,100,"333
"
642,226,"461
"
4226,100,"76
"
6018,100,"49
"
7810,100,"197
"
131,3289,"461
"
3715,206,"80
"
5507,100,"490
"
7299,100,"360
"
9091,100,"112
"
1412,100,"447
"
3204,100,"337
"
8580,100,"155
"
4485,100,"172
"
6277,100,"178
"
9861,100,"34
"
390,100,"162
"
7558,636,"63
"
1671,100,"124
"
7047,100,"483
"
8839,100,"178
"
2952,100,"480
"
4744,100,"456
"
6536,5494,"155:437:188:455:129:138:480:84
"
8328,100,"278
"
2441,100,"267
"
4233,100,"2
"
6025,350,"83
"
9609,100,"355
"
138,100,"138:446:175
"
1930,100,"444
"
3722,100,"93
"
5514,100,"83
"
7306,100,"438
"
5003,100,"369
"
6795,100,"6
"
8587,100,"20
"
908,100,"404
"
2700,515,"410
"
4492,156,"34
"
397,658,"216
"
2189,100,"162
"
3981,100,"155
"
5773,100,"23
"
5262,100,"375
"
7054,180,"441
"
1167,100,"467
"
2959,100,"378
"
8335,2555,"6:57:60:330:78:172:190:205:49:346:91:146:197:125
"
6032,100,"11:448
"
7824,100,"214
"
9616,298,"470
"
145,100,"197
"
3729,1202,"76
"
9105,100,"253
"
3218,100,"214
"
6802,100,"272
"
8594,100,"186
"
915,100,"49
"
4499,100,"172
"
6291,564,"78
"
8083,277,"52
"
404,100,"181:445:220:481:250:34
"
2196,792,"52
"
3988,100,"461
"
5780,100,"421
"
7572,100,"390
"
1685,100,"470
"
3477,100,"32
"
8853,330,"272
"
2966,100,"87
"
4758,100,"337
"
663,100,"355
"
2455,2372,"186:125
"
6039,100,"265
"
152,100,"178
"
3736,100,"172
"
7320,100,"52
"
1433,100,"75
"
5017,100,"332
"
922,100,"263
"
4506,100,"162
"
6298,100,"463
"
8090,100,"466
"
9882,10222,"419:301:79:379:462:111:372
"
411,709,"152:253:366
"
2203,100,"383
"
3995,100,"228
"
7579,100,"460
"
9371,100,"393
"
1692,393,"480
"
3484,100,"162
"
5276,100,"32
"
7068,1027,"76
"
8860,100,"21
"
4765,100,"223
"
6557,100,"133
"
670,100,"112
"
2462,100,"52
"
6046,100,"455
"
7838,100,"304
"
9630,100,"454
"
159,119,"324
"
1951,659,"470
"
5535,100,"337
"
7327,100,"444
"
9119,671,"360:272
"
1440,100,"83
"
3232,100,"272
"
5024,100,"263
"
8608,100,"22
"
929,100,"178
"
2721,100,"40
"
